,Top-Left,Bottom-Right,Id
632,"[1390, 1747]","[1523, 1788]",632
633,"[1528, 1740]","[1605, 1791]",633
634,"[1670, 1736]","[1820, 1801]",634
635,"[1822, 1740]","[1893, 1798]",635
636,"[1890, 1740]","[1960, 1798]",636
637,"[1958, 1743]","[2062, 1798]",637
638,"[2062, 1740]","[2134, 1798]",638
639,"[2137, 1743]","[2359, 1805]",639
640,"[2286, 1853]","[2359, 1894]",640
641,"[466, 2270]","[568, 2321]",641
642,"[1658, 2177]","[1764, 2321]",642
643,"[870, 2300]","[969, 2355]",643
644,"[974, 2304]","[1068, 2345]",644
645,"[1078, 2307]","[1146, 2348]",645
646,"[1150, 2297]","[1254, 2365]",646
647,"[1247, 2276]","[1349, 2355]",647
648,"[1346, 2297]","[1421, 2365]",648
649,"[1421, 2297]","[1523, 2362]",649
650,"[1491, 2273]","[1593, 2369]",650
651,"[1675, 2304]","[1834, 2355]",651
652,"[1837, 2297]","[2038, 2348]",652
653,"[2042, 2304]","[2083, 2348]",653
654,"[2088, 2304]","[2303, 2355]",654
655,"[2299, 2300]","[2383, 2355]",655
656,"[68, 2505]","[222, 2557]",656
657,"[227, 2505]","[326, 2557]",657
658,"[334, 2505]","[541, 2557]",658
659,"[549, 2522]","[568, 2550]",659
660,"[611, 2509]","[720, 2550]",660
661,"[720, 2499]","[795, 2553]",661
662,"[875, 2505]","[967, 2560]",662
663,"[969, 2505]","[1124, 2557]",663
664,"[1129, 2502]","[1221, 2553]",664
665,"[1225, 2509]","[1274, 2557]",665
666,"[1281, 2505]","[1508, 2557]",666
667,"[68, 2546]","[225, 2608]",667
668,"[215, 2553]","[278, 2598]",668
669,"[276, 2550]","[348, 2604]",669
670,"[348, 2553]","[553, 2618]",670
671,"[558, 2546]","[699, 2611]",671
672,"[699, 2543]","[795, 2611]",672
673,"[870, 2540]","[950, 2608]",673
674,"[945, 2546]","[1153, 2608]",674
675,"[1158, 2553]","[1252, 2608]",675
676,"[1262, 2553]","[1361, 2608]",676
677,"[1363, 2546]","[1460, 2601]",677
678,"[1455, 2553]","[1569, 2604]",678
679,"[68, 2700]","[133, 2758]",679
680,"[140, 2710]","[292, 2762]",680
681,"[295, 2704]","[493, 2765]",681
682,"[500, 2707]","[582, 2748]",682
683,"[585, 2704]","[628, 2748]",683
684,"[619, 2700]","[713, 2755]",684
685,"[713, 2700]","[805, 2751]",685
686,"[877, 2714]","[1039, 2755]",686
687,"[1047, 2700]","[1097, 2762]",687
688,"[1102, 2710]","[1276, 2762]",688
689,"[1274, 2704]","[1433, 2765]",689
690,"[1441, 2710]","[1593, 2762]",690
691,"[1668, 2700]","[1772, 2755]",691
692,"[1784, 2704]","[1827, 2751]",692
693,"[1827, 2707]","[1914, 2762]",693
694,"[1919, 2704]","[1984, 2758]",694
695,"[1987, 2710]","[2069, 2751]",695
696,"[2076, 2707]","[2163, 2762]",696
697,"[2163, 2704]","[2204, 2755]",697
698,"[2207, 2707]","[2289, 2758]",698
699,"[2284, 2700]","[2378, 2751]",699
700,"[68, 2755]","[225, 2820]",700
701,"[225, 2751]","[343, 2816]",701
702,"[873, 2755]","[1092, 2816]",702
703,"[1100, 2755]","[1221, 2810]",703
704,"[1230, 2751]","[1337, 2806]",704
705,"[1337, 2745]","[1433, 2810]",705
706,"[1436, 2755]","[1499, 2799]",706
707,"[1499, 2755]","[1595, 2806]",707
708,"[1673, 2765]","[1699, 2799]",708
709,"[1697, 2758]","[1895, 2810]",709
710,"[1905, 2755]","[2033, 2806]",710
711,"[2038, 2758]","[2243, 2810]",711
712,"[2245, 2755]","[2342, 2806]",712
713,"[868, 2854]","[1039, 2916]",713
714,"[1032, 2861]","[1080, 2905]",714
715,"[1083, 2857]","[1172, 2922]",715
716,"[1179, 2854]","[1317, 2929]",716
717,"[1317, 2847]","[1363, 2909]",717
718,"[1351, 2847]","[1445, 2916]",718
719,"[1448, 2854]","[1598, 2916]",719
720,"[1665, 2837]","[1767, 2916]",720
721,"[1750, 2857]","[1873, 2909]",721
722,"[1878, 2854]","[1955, 2905]",722
723,"[1958, 2854]","[2108, 2905]",723
724,"[2112, 2857]","[2173, 2902]",724
725,"[2173, 2857]","[2219, 2905]",725
726,"[2216, 2847]","[2349, 2912]",726
727,"[923, 2803]","[1005, 2857]",727
728,"[1112, 2810]","[1238, 2868]",728
729,"[1240, 2806]","[1320, 2861]",729
730,"[1325, 2803]","[1494, 2864]",730
731,"[1496, 2810]","[1566, 2857]",731
732,"[868, 2902]","[964, 2957]",732
733,"[962, 2905]","[1056, 2960]",733
734,"[1063, 2912]","[1230, 2963]",734
735,"[1235, 2902]","[1491, 2963]",735
736,"[1491, 2902]","[1559, 2967]",736
737,"[870, 3008]","[947, 3062]",737
738,"[952, 3011]","[1170, 3062]",738
739,"[1184, 3011]","[1351, 3052]",739
740,"[1356, 3004]","[1479, 3056]",740
741,"[1479, 2994]","[1528, 3056]",741
742,"[873, 3062]","[996, 3104]",742
743,"[1010, 3062]","[1068, 3093]",743
744,"[1080, 3059]","[1165, 3100]",744
745,"[1172, 3059]","[1216, 3104]",745
746,"[1216, 3056]","[1300, 3107]",746
747,"[1303, 3059]","[1383, 3100]",747
748,"[1385, 3056]","[1547, 3117]",748
749,"[873, 3110]","[1030, 3162]",749
750,"[1037, 3110]","[1100, 3155]",750
751,"[1100, 3107]","[1303, 3168]",751
752,"[1308, 3110]","[1424, 3162]",752
753,"[1431, 3104]","[1547, 3155]",753
754,"[870, 3209]","[914, 3257]",754
755,"[918, 3213]","[1010, 3264]",755
756,"[1015, 3213]","[1155, 3264]",756
757,"[1155, 3209]","[1196, 3254]",757
758,"[1189, 3206]","[1288, 3261]",758
759,"[1288, 3209]","[1375, 3261]",759
760,"[1390, 3203]","[1547, 3264]",760
761,"[870, 3360]","[911, 3408]",761
762,"[916, 3367]","[1020, 3418]",762
763,"[1022, 3360]","[1170, 3411]",763
764,"[1172, 3360]","[1279, 3415]",764
765,"[65, 2946]","[133, 3011]",765
766,"[138, 2957]","[346, 3008]",766
767,"[346, 2960]","[416, 3008]",767
768,"[418, 2943]","[486, 3015]",768
769,"[479, 2943]","[790, 3039]",769
770,"[870, 2953]","[1018, 3015]",770
771,"[1013, 2960]","[1230, 3011]",771
772,"[1240, 2960]","[1489, 3011]",772
773,"[1489, 2950]","[1598, 3032]",773
774,"[1668, 2957]","[1767, 3008]",774
775,"[1772, 2957]","[1847, 3008]",775
776,"[1844, 2953]","[2023, 3015]",776
777,"[2021, 2957]","[2129, 3008]",777
778,"[2132, 2957]","[2212, 3008]",778
779,"[2216, 2953]","[2289, 3008]",779
780,"[2291, 2950]","[2352, 3004]",780
781,"[109, 3158]","[160, 3216]",781
782,"[162, 3162]","[295, 3213]",782
783,"[300, 3158]","[377, 3209]",783
784,"[382, 3155]","[447, 3209]",784
785,"[454, 3162]","[561, 3213]",785
786,"[568, 3151]","[793, 3213]",786
787,"[870, 3158]","[1044, 3209]",787
788,"[1051, 3162]","[1107, 3206]",788
789,"[1114, 3162]","[1242, 3203]",789
790,"[1250, 3162]","[1312, 3203]",790
791,"[1315, 3162]","[1511, 3213]",791
792,"[1515, 3162]","[1600, 3213]",792
793,"[1670, 3158]","[1784, 3209]",793
794,"[1784, 3155]","[1856, 3209]",794
795,"[1856, 3155]","[1919, 3209]",795
796,"[1924, 3158]","[2038, 3209]",796
797,"[2062, 3165]","[2122, 3206]",797
798,"[2129, 3165]","[2192, 3206]",798
799,"[2199, 3175]","[2221, 3209]",799
800,"[2228, 3162]","[2354, 3213]",800
801,"[44, 3059]","[179, 3295]",801
802,"[247, 3264]","[288, 3309]",802
803,"[288, 3257]","[389, 3312]",803
804,"[392, 3257]","[442, 3319]",804
805,"[447, 3257]","[563, 3312]",805
806,"[566, 3254]","[662, 3309]",806
807,"[662, 3261]","[718, 3319]",807
808,"[720, 3268]","[783, 3309]",808
809,"[868, 3261]","[1001, 3322]",809
810,"[1001, 3264]","[1051, 3309]",810
811,"[1054, 3254]","[1121, 3309]",811
812,"[1119, 3261]","[1184, 3305]",812
813,"[1189, 3261]","[1271, 3315]",813
814,"[1269, 3257]","[1455, 3319]",814
815,"[1457, 3268]","[1496, 3305]",815
816,"[1496, 3261]","[1561, 3305]",816
817,"[53, 3237]","[261, 3384]",817
818,"[244, 3309]","[394, 3360]",818
819,"[396, 3298]","[442, 3360]",819
820,"[447, 3305]","[655, 3367]",820
821,"[655, 3298]","[708, 3363]",821
822,"[708, 3312]","[798, 3367]",822
823,"[870, 3309]","[974, 3363]",823
824,"[955, 3305]","[1054, 3370]",824
825,"[1059, 3319]","[1189, 3360]",825
826,"[1194, 3312]","[1245, 3356]",826
827,"[1247, 3312]","[1312, 3356]",827
828,"[1317, 3312]","[1438, 3367]",828
829,"[1441, 3309]","[1593, 3370]",829
830,"[1670, 3312]","[1740, 3360]",830
831,"[1745, 3315]","[1832, 3356]",831
832,"[1842, 3319]","[1980, 3360]",832
833,"[2074, 3319]","[2125, 3350]",833
834,"[2141, 3312]","[2253, 3353]",834
835,"[2241, 3315]","[2337, 3353]",835
836,"[2352, 3315]","[2395, 3356]",836
837,"[63, 3425]","[114, 3490]",837
