,Top-Left,Bottom-Right,Id
652,"[2137, 1914]","[2250, 1982]",652
653,"[2250, 1921]","[2381, 1972]",653
654,"[955, 2129]","[1022, 2170]",654
655,"[1020, 2129]","[1107, 2170]",655
656,"[1112, 2123]","[1184, 2177]",656
657,"[1184, 2126]","[1276, 2177]",657
658,"[1281, 2126]","[1448, 2177]",658
659,"[1450, 2126]","[1644, 2177]",659
660,"[1699, 2133]","[1842, 2174]",660
661,"[1856, 2140]","[1900, 2170]",661
662,"[1912, 2126]","[2067, 2177]",662
663,"[2091, 2129]","[2209, 2167]",663
664,"[2224, 2140]","[2265, 2170]",664
665,"[2274, 2126]","[2381, 2181]",665
666,"[979, 2273]","[1063, 2345]",666
667,"[1068, 2283]","[1121, 2334]",667
668,"[1105, 2287]","[1150, 2331]",668
669,"[1153, 2283]","[1283, 2334]",669
670,"[1283, 2290]","[1322, 2328]",670
671,"[1327, 2283]","[1535, 2334]",671
672,"[1537, 2273]","[1641, 2338]",672
673,"[1687, 2276]","[1786, 2341]",673
674,"[1786, 2273]","[1868, 2341]",674
675,"[1871, 2283]","[2030, 2334]",675
676,"[2035, 2280]","[2144, 2334]",676
677,"[2151, 2293]","[2170, 2321]",677
678,"[2180, 2287]","[2306, 2328]",678
679,"[2313, 2290]","[2376, 2334]",679
680,"[952, 2386]","[993, 2434]",680
681,"[1003, 2393]","[1030, 2430]",681
682,"[1037, 2386]","[1119, 2447]",682
683,"[1129, 2386]","[1208, 2440]",683
684,"[1223, 2389]","[1341, 2430]",684
685,"[1356, 2389]","[1404, 2430]",685
686,"[1416, 2389]","[1535, 2430]",686
687,"[1547, 2389]","[1646, 2440]",687
688,"[1685, 2379]","[1786, 2447]",688
689,"[1786, 2379]","[1873, 2444]",689
690,"[1873, 2386]","[1946, 2444]",690
691,"[1946, 2382]","[2047, 2434]",691
692,"[2045, 2386]","[2265, 2434]",692
693,"[2267, 2389]","[2376, 2427]",693
694,"[205, 1866]","[312, 1921]",694
695,"[314, 1870]","[377, 1914]",695
696,"[379, 1866]","[495, 1921]",696
697,"[493, 1863]","[624, 1924]",697
698,"[621, 1856]","[694, 1924]",698
699,"[686, 1859]","[781, 1928]",699
700,"[783, 1866]","[904, 1921]",700
701,"[952, 1856]","[1092, 1931]",701
702,"[1092, 1870]","[1240, 1921]",702
703,"[203, 1917]","[280, 1969]",703
704,"[285, 1924]","[423, 1962]",704
705,"[430, 1921]","[541, 1972]",705
706,"[541, 1914]","[715, 1979]",706
707,"[711, 1917]","[902, 1982]",707
708,"[208, 2133]","[259, 2177]",708
709,"[263, 2126]","[331, 2181]",709
710,"[338, 2126]","[508, 2177]",710
711,"[517, 2123]","[633, 2174]",711
712,"[643, 2133]","[706, 2174]",712
713,"[713, 2123]","[851, 2184]",713
714,"[208, 2283]","[387, 2334]",714
715,"[399, 2280]","[437, 2331]",715
716,"[452, 2283]","[677, 2331]",716
717,"[205, 2382]","[336, 2444]",717
718,"[341, 2389]","[382, 2434]",718
719,"[387, 2386]","[476, 2437]",719
720,"[481, 2393]","[570, 2434]",720
721,"[592, 2396]","[725, 2434]",721
722,"[251, 2434]","[375, 2499]",722
723,"[382, 2447]","[452, 2495]",723
724,"[459, 2440]","[549, 2495]",724
725,"[553, 2437]","[906, 2499]",725
726,"[952, 2437]","[1056, 2492]",726
727,"[1056, 2437]","[1192, 2499]",727
728,"[205, 2488]","[285, 2543]",728
729,"[292, 2488]","[392, 2557]",729
730,"[399, 2492]","[566, 2543]",730
731,"[578, 2495]","[607, 2533]",731
732,"[619, 2492]","[715, 2546]",732
733,"[728, 2495]","[897, 2536]",733
734,"[208, 2536]","[290, 2598]",734
735,"[292, 2529]","[619, 2601]",735
736,"[624, 2536]","[701, 2594]",736
737,"[706, 2533]","[790, 2604]",737
738,"[798, 2546]","[851, 2598]",738
739,"[853, 2543]","[902, 2591]",739
740,"[205, 2587]","[355, 2649]",740
741,"[360, 2598]","[474, 2639]",741
742,"[479, 2601]","[515, 2632]",742
743,"[508, 2604]","[570, 2639]",743
744,"[585, 2591]","[701, 2646]",744
745,"[703, 2587]","[766, 2649]",745
746,"[766, 2591]","[848, 2652]",746
747,"[846, 2591]","[902, 2649]",747
748,"[205, 2646]","[261, 2704]",748
749,"[247, 2656]","[268, 2690]",749
750,"[259, 2649]","[319, 2704]",750
751,"[321, 2649]","[418, 2704]",751
752,"[423, 2649]","[604, 2700]",752
753,"[609, 2646]","[720, 2697]",753
754,"[728, 2652]","[752, 2697]",754
755,"[761, 2642]","[902, 2704]",755
756,"[208, 2700]","[247, 2755]",756
757,"[251, 2714]","[276, 2745]",757
758,"[334, 2707]","[384, 2738]",758
759,"[459, 2710]","[510, 2741]",759
760,"[534, 2700]","[725, 2751]",760
761,"[730, 2697]","[902, 2758]",761
762,"[208, 2751]","[278, 2806]",762
763,"[285, 2751]","[503, 2799]",763
764,"[510, 2748]","[563, 2806]",764
765,"[573, 2758]","[655, 2799]",765
766,"[672, 2755]","[824, 2792]",766
767,"[836, 2755]","[904, 2796]",767
768,"[205, 2803]","[283, 2857]",768
769,"[288, 2810]","[454, 2851]",769
770,"[256, 2851]","[370, 2905]",770
771,"[367, 2851]","[500, 2912]",771
772,"[498, 2851]","[602, 2905]",772
773,"[1694, 1866]","[1774, 1921]",773
774,"[1772, 1866]","[1876, 1921]",774
775,"[1861, 1880]","[1893, 1911]",775
776,"[1873, 1859]","[2047, 1935]",776
777,"[2045, 1870]","[2103, 1911]",777
778,"[2086, 1859]","[2178, 1924]",778
779,"[2168, 1859]","[2267, 1928]",779
780,"[2270, 1863]","[2381, 1917]",780
781,"[1697, 1972]","[1837, 2023]",781
782,"[1844, 1958]","[1951, 2027]",782
783,"[1958, 1969]","[2067, 2020]",783
784,"[2067, 1952]","[2137, 2027]",784
785,"[2139, 1969]","[2337, 2030]",785
786,"[2344, 1972]","[2383, 2017]",786
787,"[208, 1972]","[268, 2017]",787
788,"[278, 1976]","[459, 2017]",788
789,"[469, 1972]","[585, 2023]",789
790,"[592, 1958]","[699, 2027]",790
791,"[708, 1962]","[771, 2023]",791
792,"[778, 1976]","[800, 2013]",792
793,"[802, 1962]","[904, 2041]",793
794,"[957, 1972]","[1078, 2027]",794
795,"[1088, 1969]","[1141, 2034]",795
796,"[1146, 1962]","[1223, 2020]",796
797,"[1238, 1972]","[1385, 2023]",797
798,"[1402, 1976]","[1508, 2030]",798
799,"[1518, 1965]","[1605, 2020]",799
800,"[210, 2235]","[399, 2280]",800
801,"[404, 2229]","[466, 2283]",801
802,"[474, 2235]","[590, 2276]",802
803,"[590, 2232]","[812, 2283]",803
804,"[822, 2218]","[902, 2287]",804
805,"[952, 2232]","[1056, 2287]",805
806,"[1066, 2229]","[1269, 2290]",806
807,"[1279, 2235]","[1445, 2276]",807
808,"[1450, 2229]","[1523, 2283]",808
809,"[1530, 2229]","[1641, 2283]",809
810,"[1743, 2229]","[1798, 2287]",810
811,"[1798, 2225]","[1943, 2287]",811
812,"[1946, 2229]","[2035, 2280]",812
813,"[2042, 2229]","[2204, 2280]",813
814,"[2214, 2229]","[2303, 2280]",814
815,"[2306, 2225]","[2388, 2280]",815
816,"[1692, 2440]","[1735, 2492]",816
817,"[1728, 2454]","[1747, 2481]",817
818,"[1738, 2447]","[1762, 2485]",818
819,"[1764, 2417]","[1868, 2512]",819
820,"[1864, 2437]","[2040, 2499]",820
821,"[2040, 2437]","[2076, 2485]",821
822,"[2081, 2434]","[2231, 2495]",822
823,"[2233, 2434]","[2308, 2488]",823
824,"[2311, 2447]","[2383, 2488]",824
825,"[1685, 2475]","[1791, 2560]",825
826,"[1784, 2468]","[1864, 2560]",826
827,"[1859, 2475]","[2004, 2553]",827
828,"[2006, 2488]","[2083, 2543]",828
829,"[2088, 2488]","[2125, 2536]",829
830,"[2127, 2488]","[2284, 2540]",830
831,"[2286, 2478]","[2381, 2546]",831
832,"[800, 2293]","[827, 2328]",832
833,"[812, 2280]","[892, 2334]",833
834,"[205, 2341]","[249, 2389]",834
835,"[268, 2328]","[428, 2393]",835
836,"[440, 2338]","[657, 2389]",836
837,"[677, 2334]","[906, 2386]",837
838,"[947, 2324]","[1153, 2399]",838
839,"[1143, 2331]","[1201, 2386]",839
840,"[1187, 2331]","[1351, 2382]",840
841,"[1351, 2334]","[1416, 2379]",841
842,"[1416, 2334]","[1491, 2389]",842
843,"[1491, 2331]","[1641, 2393]",843
844,"[1685, 2321]","[1789, 2399]",844
845,"[1781, 2324]","[1885, 2393]",845
846,"[1878, 2331]","[1922, 2379]",846
847,"[1922, 2334]","[2028, 2375]",847
848,"[2033, 2331]","[2207, 2382]",848
849,"[2209, 2334]","[2383, 2386]",849
850,"[1143, 2543]","[1201, 2587]",850
851,"[1223, 2550]","[1332, 2591]",851
852,"[1351, 2550]","[1450, 2591]",852
853,"[1467, 2543]","[1513, 2591]",853
854,"[1523, 2543]","[1644, 2594]",854
855,"[1687, 2533]","[1760, 2604]",855
856,"[1757, 2522]","[1842, 2608]",856
857,"[1842, 2529]","[1926, 2601]",857
858,"[1931, 2533]","[2016, 2601]",858
859,"[2021, 2536]","[2134, 2591]",859
860,"[2149, 2546]","[2250, 2587]",860
861,"[2260, 2536]","[2308, 2601]",861
862,"[2313, 2536]","[2381, 2601]",862
863,"[1160, 2591]","[1274, 2646]",863
864,"[1283, 2587]","[1354, 2659]",864
865,"[1366, 2598]","[1523, 2649]",865
866,"[1537, 2594]","[1636, 2646]",866
867,"[1692, 2591]","[1769, 2646]",867
868,"[1772, 2584]","[1883, 2652]",868
869,"[1883, 2591]","[1938, 2652]",869
870,"[1934, 2581]","[2033, 2663]",870
871,"[2033, 2591]","[2134, 2646]",871
872,"[2139, 2587]","[2262, 2652]",872
873,"[2260, 2587]","[2381, 2656]",873
874,"[1146, 2646]","[1271, 2704]",874
875,"[1283, 2649]","[1327, 2700]",875
876,"[1337, 2642]","[1457, 2707]",876
877,"[1467, 2659]","[1494, 2693]",877
878,"[1503, 2642]","[1651, 2704]",878
879,"[1692, 2642]","[1873, 2707]",879
880,"[1876, 2642]","[1934, 2697]",880
881,"[1931, 2628]","[1984, 2697]",881
882,"[1984, 2639]","[2137, 2700]",882
883,"[2139, 2646]","[2221, 2697]",883
884,"[2228, 2646]","[2267, 2693]",884
885,"[2270, 2646]","[2318, 2693]",885
886,"[2323, 2642]","[2383, 2700]",886
887,"[1146, 2700]","[1247, 2755]",887
888,"[1238, 2697]","[1368, 2758]",888
889,"[1368, 2697]","[1441, 2755]",889
890,"[1433, 2697]","[1511, 2751]",890
891,"[1508, 2693]","[1641, 2755]",891
892,"[1694, 2693]","[2033, 2755]",892
893,"[2028, 2687]","[2129, 2751]",893
894,"[2117, 2700]","[2267, 2751]",894
895,"[2270, 2693]","[2386, 2758]",895
896,"[1148, 2758]","[1218, 2806]",896
897,"[1218, 2748]","[1378, 2810]",897
898,"[1380, 2738]","[1472, 2810]",898
899,"[1472, 2748]","[1578, 2813]",899
900,"[1573, 2731]","[1646, 2823]",900
901,"[1704, 2748]","[1876, 2810]",901
902,"[1880, 2751]","[2253, 2803]",902
903,"[952, 2799]","[993, 2847]",903
904,"[993, 2796]","[1044, 2854]",904
905,"[1049, 2796]","[1240, 2861]",905
906,"[1242, 2792]","[1332, 2864]",906
907,"[1337, 2799]","[1375, 2851]",907
908,"[1380, 2796]","[1441, 2857]",908
909,"[1443, 2792]","[1537, 2861]",909
910,"[1542, 2792]","[1576, 2854]",910
911,"[1578, 2792]","[1639, 2854]",911
912,"[1738, 2789]","[1825, 2854]",912
913,"[1827, 2786]","[1972, 2861]",913
914,"[1982, 2806]","[2062, 2857]",914
915,"[2074, 2810]","[2122, 2840]",915
916,"[2134, 2799]","[2299, 2851]",916
917,"[2308, 2810]","[2369, 2851]",917
918,"[1685, 2953]","[1789, 3021]",918
919,"[1798, 2963]","[1987, 3008]",919
920,"[1999, 2953]","[2074, 3011]",920
921,"[2083, 2953]","[2178, 3008]",921
922,"[2192, 2957]","[2257, 3001]",922
923,"[2272, 2963]","[2376, 3001]",923
924,"[1692, 3059]","[1847, 3110]",924
925,"[1851, 3062]","[1922, 3104]",925
926,"[1926, 3066]","[2028, 3107]",926
927,"[2030, 3052]","[2173, 3114]",927
928,"[2175, 3059]","[2335, 3110]",928
929,"[2335, 3059]","[2376, 3104]",929
930,"[713, 2857]","[829, 2898]",930
931,"[824, 2844]","[902, 2912]",931
932,"[952, 2851]","[1054, 2905]",932
933,"[1061, 2854]","[1182, 2909]",933
934,"[1187, 2854]","[1230, 2898]",934
935,"[1233, 2847]","[1286, 2909]",935
936,"[1288, 2847]","[1460, 2912]",936
937,"[1465, 2851]","[1503, 2898]",937
938,"[1506, 2840]","[1644, 2916]",938
939,"[1689, 2844]","[1827, 2919]",939
940,"[1834, 2864]","[1861, 2895]",940
941,"[1866, 2854]","[1975, 2905]",941
942,"[1980, 2847]","[2144, 2909]",942
943,"[2151, 2854]","[2257, 2895]",943
944,"[2270, 2854]","[2376, 2895]",944
945,"[205, 2902]","[276, 2957]",945
946,"[278, 2905]","[329, 2950]",946
947,"[336, 2909]","[483, 2950]",947
948,"[493, 2902]","[556, 2960]",948
949,"[563, 2905]","[626, 2950]",949
950,"[636, 2905]","[819, 2957]",950
951,"[831, 2902]","[899, 2960]",951
952,"[955, 2916]","[981, 2950]",952
953,"[981, 2902]","[1165, 2963]",953
954,"[1172, 2905]","[1320, 2957]",954
955,"[1327, 2905]","[1370, 2950]",955
956,"[1380, 2909]","[1557, 2950]",956
957,"[1569, 2898]","[1651, 2967]",957
958,"[1687, 2905]","[1745, 2963]",958
959,"[1752, 2898]","[1830, 2967]",959
960,"[1839, 2902]","[1922, 2957]",960
961,"[1934, 2902]","[2021, 2953]",961
962,"[2030, 2898]","[2105, 2967]",962
963,"[2115, 2905]","[2378, 2953]",963
964,"[205, 3107]","[379, 3172]",964
965,"[377, 3110]","[520, 3172]",965
966,"[524, 3114]","[689, 3165]",966
967,"[696, 3110]","[795, 3165]",967
968,"[798, 3114]","[894, 3155]",968
969,"[952, 3110]","[1158, 3172]",969
970,"[1160, 3107]","[1339, 3168]",970
971,"[1334, 3107]","[1465, 3168]",971
972,"[1462, 3121]","[1636, 3162]",972
973,"[1697, 3117]","[1890, 3168]",973
974,"[1895, 3107]","[1994, 3172]",974
975,"[1994, 3107]","[2175, 3172]",975
976,"[2183, 3114]","[2371, 3158]",976
977,"[261, 3220]","[452, 3271]",977
978,"[457, 3220]","[522, 3264]",978
979,"[527, 3216]","[730, 3264]",979
980,"[735, 3227]","[757, 3261]",980
981,"[764, 3220]","[844, 3271]",981
982,"[844, 3216]","[904, 3271]",982
983,"[955, 3220]","[1153, 3271]",983
984,"[1165, 3216]","[1431, 3264]",984
985,"[1438, 3223]","[1479, 3268]",985
986,"[1484, 3223]","[1569, 3274]",986
987,"[1578, 3216]","[1641, 3271]",987
988,"[1692, 3220]","[1762, 3268]",988
989,"[1808, 3216]","[1960, 3278]",989
990,"[1972, 3220]","[2016, 3264]",990
991,"[2028, 3220]","[2183, 3261]",991
992,"[2197, 3213]","[2274, 3264]",992
993,"[2286, 3216]","[2378, 3268]",993
994,"[208, 2957]","[416, 3004]",994
995,"[418, 2953]","[599, 3015]",995
996,"[580, 2957]","[655, 2998]",996
997,"[670, 2960]","[810, 3001]",997
998,"[822, 2943]","[902, 3015]",998
999,"[950, 2939]","[1066, 3008]",999
1000,"[1068, 2957]","[1160, 3008]",1000
1001,"[1163, 2953]","[1303, 3015]",1001
1002,"[1308, 2963]","[1421, 3001]",1002
1003,"[205, 3062]","[319, 3114]",1003
1004,"[329, 3066]","[353, 3110]",1004
1005,"[358, 3059]","[450, 3124]",1005
1006,"[454, 3062]","[602, 3114]",1006
1007,"[614, 3066]","[703, 3107]",1007
1008,"[713, 3062]","[795, 3117]",1008
1009,"[795, 3052]","[848, 3114]",1009
1010,"[846, 3052]","[899, 3114]",1010
1011,"[955, 3066]","[1090, 3107]",1011
1012,"[1105, 3069]","[1126, 3107]",1012
1013,"[1138, 3059]","[1230, 3110]",1013
1014,"[1240, 3066]","[1334, 3117]",1014
1015,"[1341, 3059]","[1426, 3110]",1015
1016,"[1441, 3066]","[1605, 3107]",1016
1017,"[208, 3008]","[430, 3059]",1017
1018,"[440, 3004]","[479, 3059]",1018
1019,"[486, 3011]","[580, 3066]",1019
1020,"[585, 3011]","[764, 3062]",1020
1021,"[769, 3008]","[906, 3073]",1021
1022,"[213, 3165]","[341, 3216]",1022
1023,"[346, 3168]","[392, 3213]",1023
1024,"[389, 3165]","[471, 3216]",1024
1025,"[469, 3165]","[532, 3209]",1025
1026,"[539, 3168]","[684, 3206]",1026
1027,"[1001, 3008]","[1170, 3069]",1027
1028,"[1177, 3004]","[1252, 3059]",1028
1029,"[1262, 3011]","[1501, 3062]",1029
1030,"[1511, 3001]","[1641, 3062]",1030
1031,"[1692, 3008]","[1810, 3059]",1031
1032,"[1820, 3011]","[1999, 3062]",1032
1033,"[1980, 2998]","[2074, 3066]",1033
1034,"[2074, 3004]","[2137, 3059]",1034
1035,"[2144, 3008]","[2376, 3059]",1035
1036,"[955, 3179]","[1003, 3209]",1036
1037,"[996, 3165]","[1102, 3220]",1037
1038,"[1102, 3165]","[1150, 3213]",1038
1039,"[1158, 3165]","[1247, 3216]",1039
1040,"[1247, 3162]","[1341, 3227]",1040
1041,"[1346, 3165]","[1457, 3216]",1041
1042,"[1465, 3168]","[1634, 3206]",1042
1043,"[1694, 3165]","[1781, 3220]",1043
1044,"[1793, 3168]","[1967, 3209]",1044
1045,"[1982, 3165]","[2062, 3206]",1045
1046,"[2071, 3165]","[2255, 3216]",1046
1047,"[2267, 3168]","[2376, 3209]",1047
1048,"[239, 3268]","[375, 3319]",1048
1049,"[384, 3274]","[423, 3312]",1049
1050,"[430, 3271]","[544, 3312]",1050
1051,"[595, 3271]","[682, 3312]",1051
1052,"[691, 3271]","[742, 3312]",1052
1053,"[747, 3268]","[899, 3319]",1053
1054,"[955, 3274]","[1039, 3315]",1054
1055,"[1047, 3274]","[1196, 3312]",1055
1056,"[1204, 3278]","[1245, 3309]",1056
1057,"[1257, 3268]","[1445, 3319]",1057
1058,"[1448, 3268]","[1559, 3322]",1058
1059,"[1566, 3264]","[1641, 3319]",1059
1060,"[1687, 3254]","[1798, 3322]",1060
1061,"[1808, 3268]","[1861, 3312]",1061
1062,"[2081, 3264]","[2173, 3315]",1062
1063,"[2183, 3268]","[2226, 3312]",1063
1064,"[2238, 3271]","[2306, 3312]",1064
1065,"[2315, 3268]","[2376, 3309]",1065
1066,"[208, 3356]","[261, 3397]",1066
1067,"[290, 3367]","[309, 3394]",1067
